election_date,election_year,election_month,election_day,prop_letter_or_num,prop_title,num_yes_votes,num_no_votes,pct_yes_votes,pct_no_votes,pct_required_to_pass,pass_or_fail,raw_source_of_prop,source_of_prop,prop_kind,description,prop_url
12/10/1912,1912,12,10,14,City Indebtedness,15656,51913,23.1,76.9,50%+1,F,Supervisors,supervisors,Charter Amendment,"No indebtedness shall be incurred that, together with existing bonded indebtedness,  exceeds 15% (percent) of the assessed value of City and County property; provided that bonds-- issued for the Panama-Pacific Exposition and for the acquisition or construction of a water supply-- will be excluded when computing such existing bonded indebtedness.",https://sfpl.org/index.php?pg=2000027201&propid=94
12/10/1912,1912,12,10,15,"Property Tax Levy Date, Special Taxes",13039,54597,16.1,83.9,50%+1,F,Supervisors,supervisors,Charter Amendment,"On or before the first Monday of September of each year, the Board of Supervisors shall levy the amount of taxes for City purposes. A special tax may be levied for the following purposes: support of schools, construction of public buildings, acquisition of public utilities, acquisition of lands for city purposes, construction of tunnels, bridges and other permanent structures, repair of sewers, repair and maintenance of streets and for increases of salary or number of officials voted at any election.",https://sfpl.org/index.php?pg=2000027201&propid=95
12/10/1912,1912,12,10,16,Parks Tax,30194,38627,43.8,56.2,50%+1,F,Supervisors,supervisors,Charter Amendment,"The Board of Supervisors shall provide all necessary money for the maintenance, preservation and improvement of said parks, squares, avenues and grounds; annually levy a tax on all property in the City and County not exempt from taxation, not less than five cents nor more than ten cents for each on hundred dollars assessed valuation of property.",https://sfpl.org/index.php?pg=2000027201&propid=96
12/10/1912,1912,12,10,17,"Relief For Aged, Indigent and Infirm Volunteer Fire Department Fireman",35014,35216,49.8,50.2,50%+1,F,Supervisors,supervisors,Charter Amendment,"To allow a yearly sum, no greater than $7,500, for the relief of aged, indigent and infirm exempt firemen who served in the Volunteer Fire Department between the years of 1850 and 1866.",https://sfpl.org/index.php?pg=2000027201&propid=97
12/10/1912,1912,12,10,18,"Opening, Closing, Widening, Extending any Street, Lane, Alley, Etc.",41029,28379,59.1,40.9,50%+1,P,Supervisors,supervisors,Charter Amendment,"Board of Supervisors shall have the power to order the extending, widening, closing of any street, lane, alley, etc in the city.",https://sfpl.org/index.php?pg=2000027201&propid=98
12/10/1912,1912,12,10,19,"Tunnels, Subways and Viaducts",38873,29962,56.8,43.2,50%+1,P,Supervisors,supervisors,Charter Amendment,"Board of Supervisors are empowered to order construction of and construct any tunnel, subway or viaduct, in, on, under or over any accepted or unaccepted open public street, avenue, lane, alley, place or court within the City or County.",https://sfpl.org/index.php?pg=2000027201&propid=99
12/10/1912,1912,12,10,20,"Improvement of Streets, Procedures and Expenses",37492,30840,54.8,45.2,50%+1,P,Supervisors,supervisors,Charter Amendment,The methods for improvement of streets and procedures for expenses relating to same shall not be deemed exclusive. The Board of Supervisors by a vote of not less than two-thirds of its members may by ordinance substitute any method or procedure or amend any method or procedure.,https://sfpl.org/index.php?pg=2000027201&propid=100
12/10/1912,1912,12,10,21,"Improvement of Streets, Bonded Indebtedness",37955,30371,55.7,44.3,50%+1,P,Supervisors,supervisors,Charter Amendment,"Bonded indebtedness may be incurred and bonds issued approved by the voters, for the purpose of improvement of streets or any other kind of public work provided that the aggregate amount shall not exceed the amount of $500,000.",https://sfpl.org/index.php?pg=2000027201&propid=101
12/10/1912,1912,12,10,22,"Relief Home Tract, Rancho San Miguel",39118,29472,57.0,43.0,50%+1,P,Supervisors,supervisors,Charter Amendment,"The Board of Supervisors may sell a portion of the Relief Home Tract not adapted to public use, being a portion of the Rancho San Miguel.  The proceeds arising from such sale shall be used exclusively for the purchase of other lands adjoining the Relief Home Tract",https://sfpl.org/index.php?pg=2000027201&propid=102
12/10/1912,1912,12,10,23,Qualification For Elected or Appointed Office,34779,31856,52.1,47.9,50%+1,P,Supervisors,supervisors,Charter Amendment,"No political, religious or partisan qualifications shall be required for election or appointment to any office under the City and County.  The right to hold any office or position shall not be limited by sex.",https://sfpl.org/index.php?pg=2000027201&propid=103
12/10/1912,1912,12,10,24,"City Attorney, Collection of Taxes",38137,28905,56.8,43.2,50%+1,P,Supervisors,supervisors,Charter Amendment,"The City Attorney shall commence and prosecute actions for the collection of taxes, by request of the Assessor or Tax Collector.",https://sfpl.org/index.php?pg=2000027201&propid=104
12/10/1912,1912,12,10,25,Election of Justice of the Peace,30500,34111,47.2,52.8,50%+1,F,Supervisors,supervisors,Charter Amendment,"Justices of the Peace shall have and exercise all the powers given them by the General Laws of the State.  They shall receive compensation and may appoint such clerks, deputies and employees prescribed by such General Laws.",https://sfpl.org/index.php?pg=2000027201&propid=105
12/10/1912,1912,12,10,26,"Police Commission, Police Relief and Pension Fund",36062,33392,51.9,48.1,50%+1,P,Supervisors,supervisors,Charter Amendment,"The Board of Police Commissioners shall out of the Police Relief and Pension Fund, provide for the family of any officer, member or employee of the Police Department who has been killed while performing his duty or injured while performing his duty and died within one year from the date of the injury.",https://sfpl.org/index.php?pg=2000027201&propid=106
12/10/1912,1912,12,10,27,Permits To Engage In Sale of Liquor,14751,64139,18.6,81.4,50%+1,F,Supervisors,supervisors,Charter Amendment,Shall permits to engage in the sale of liquor at retail be granted within the districts of San Francisco. A district is defined as embracing not less than fifty (50) city blocks and shall be so arranged that no established election precinct shall be divided and that such district shall be composed of a single parcel of contiguous property.,https://sfpl.org/index.php?pg=2000027201&propid=107
12/10/1912,1912,12,10,28,"Board of Police Commissioners, Members, Secretary, Meetings",31971,36310,46.8,53.2,50%+1,F,Supervisors,supervisors,Charter Amendment,"Board of Police Commissioners will consist of three members, who will be appointed by the Mayor, and each of whom will receive an annual salary of $1,200.  The Board will elect a President, whose term is one year, and will appoint a Secretary, who will receive an annual salary of $2,400.  The Board will hold weekly meetings; the Secretary is responsible for keeping minutes of the proceedings.",https://sfpl.org/index.php?pg=2000027201&propid=108
12/10/1912,1912,12,10,29,"Board of Police Commissioners, Vacations and Leaves of Absence",15689,51931,23.2,76.8,50%+1,F,Supervisors,supervisors,Charter Amendment,"Board of Police Commissioners is empowered to make rules and regulations concerning discipline, leaves of absence and vacations without loss of pay for Department employees, provided that the Department employees have been employed in the Department continuously for twelve  months, and that the vacations not exceed a period of fifteen days.",https://sfpl.org/index.php?pg=2000027201&propid=109
12/10/1912,1912,12,10,30,Bureau of Chief of Supplies,35542,31569,52.9,47.1,50%+1,P,Supervisors,supervisors,Charter Amendment,"Provide for and regulate the purchase, storage and distribution of all supplies for various offices and departments",https://sfpl.org/index.php?pg=2000027201&propid=110
12/10/1912,1912,12,10,31,"Board of Police Commissioners, Investigations, Hearings, Subpoenas",36156,31275,53.6,46.4,50%+1,P,Supervisors,supervisors,Charter Amendment,"The Board of Police Commissioners shall have the power to initiate and conduct investigations, subpoena witnesses and hear testimony relating to all matters concerning the affairs of the Police Department.",https://sfpl.org/index.php?pg=2000027201&propid=111
12/10/1912,1912,12,10,32,Substation For Fire Alarm and Police Telegraph and Telephone System in Jefferson Square,38787,29432,56.8,43.2,50%+1,P,Supervisors,supervisors,Charter Amendment,Board of Supervisors shall be empowered by ordinance to establish substation for fire alarm and police telegraph and telephone system in Jefferson Square.,https://sfpl.org/index.php?pg=2000027201&propid=112
12/10/1912,1912,12,10,33,Department of Public Works shall be under the direction and management of the Director of Public Works.,27956,39933,41.1,58.9,50%+1,F,NA,na,Charter Amendment,"Provides that the Department of Public Works shall be under the direction and management of the Director of Public Works, who shall be appointed and hold office at the pleasure of the Mayor. The Director of Public Works shall be paid a salary to be fixed by the Board of Supervisors upon recommendation by the Mayor, not to exceed $15,000 a year. The Director of Works shall hold public meetings at least once a week, at which heads of bureaus shall be present, and advise concerning the work of the department. The Director of Works shall appoint a secretary at a salary of $250 a month.",https://sfpl.org/index.php?pg=2000027201&propid=113
12/10/1912,1912,12,10,34,"Franchises For Construction, Maintenance and Operation of Public Utilities",33814,36311,55.3,44.7,50%+1,P,Supervisors,supervisors,Charter Amendment,"Board of Supervisors shall have power to grant franchises for construction, maintenance and operation of street railways, gas, electric and water works, telephone systems and other public utilities upon, over, under or across the streets and public places of the City and County of San Francisco.",https://sfpl.org/index.php?pg=2000027201&propid=114
12/10/1912,1912,12,10,35,Levy of Taxes For Bonded Indebtedness,12673,51165,19.8,81.2,50%+1,F,Supervisors,supervisors,Charter Amendment,The Board of Supervisors at the time of levying the municipal tax shall levy another tax sufficient to pay the annual interest on all bonds sold or authorized to be sold and to provide for sinking fund payments under the terms of said bonds.,https://sfpl.org/index.php?pg=2000027201&propid=115
12/10/1912,1912,12,10,36,"Library Bonds, Authorization To Sell",35878,31677,53.1,46.9,50%+1,P,Supervisors,supervisors,Charter Amendment,"Board of Supervisors is authorized to sell certain bonds authorized at an election, and described as ""Library Bonds.""",https://sfpl.org/index.php?pg=2000027201&propid=116
12/10/1912,1912,12,10,37,Establishment of City Planning Commission,34355,33747,50.4,49.6,50%+1,P,Supervisors,supervisors,Charter Amendment,The City Planning Commission will devise plans for the improvement and beautification of San Francisco.  City Planning Commission members will not receive compensation and not be subject to any prohibition forbidding officials from holding more than one office or position.,https://sfpl.org/index.php?pg=2000027201&propid=117
4/23/1913,1913,4,23,1,Geary-Street Road Agreement,38086,21861,63.5,36.5,50%+1,P,Supervisors,supervisors,Proposition,Extending Geary and Sutter street car tracks to run through to the ferry.,https://sfpl.org/index.php?pg=2000027201&propid=118
4/22/1913,1913,4,22,2,Telephone Rate Schedule,30710,27801,52.4,47.6,50%+1,P,Supervisors,supervisors,Proposition,An ordinance fixing telephone rates,https://sfpl.org/index.php?pg=2000027201&propid=119
4/22/1913,1913,4,22,3,Recall of Police Judge Weller,30751,29927,50.6,49.4,50%+1,P,Supervisors,supervisors,Proposition,Recall of Police Judge Weller.,https://sfpl.org/index.php?pg=2000027201&propid=120
8/26/1913,1913,8,26,1,"Municipal Street Railway System Bonds, $3,500,000",51452,13782,78.8,21.2,66 2/3%,P,Supervisors,supervisors,Bond Issue,"To incur a bonded indebtedness of $3,500,000 for the acquisition and construction of any municipal street railway system from the Embarcadero to terminals at the Panama-Pacific International Exposition grounds, and the Presidio Military Reservation, and various other avenues.",https://sfpl.org/index.php?pg=2000027201&propid=121
3/16/1915,1915,3,16,1,Changing the Limit of Taxation For Various City Purposes,30184,20730,59.2,40.8,50%+1,P,Supervisors,supervisors,Charter Amendment,"Authorizes changing the limit of taxation in order to provide for cost of elections, increased expenses voted by the people, cost of School Department and Library, and various other city purposes.",https://sfpl.org/index.php?pg=2000027201&propid=122
3/16/1915,1915,3,16,2,City Stationery and Supplies,18623,31650,37.0,63.0,50%+1,F,Supervisors,supervisors,Charter Amendment,"All printed stationery and printed supplies furnished the City and County, except election ballots, shall bear the imprint of the label of the Allied Printing Trades Council.",https://sfpl.org/index.php?pg=2000027201&propid=123
3/16/1915,1915,3,16,3,Work and Supply Contracts,14545,34743,29.5,70.5,50%+1,F,Supervisors,supervisors,Charter Amendment,"Contracts for work and supplies may be awarded to other than the lowest bidder, provided the amount does not exceed 10% (percent) of the lowest bid and the work or articles are to be produced in industries established in San Francisco and performed under conditions fair to union labor, and under conditions of responsibility and expedition.",https://sfpl.org/index.php?pg=2000027201&propid=124
