election_date,election_year,election_month,election_day,prop_letter_or_num,prop_title,num_yes_votes,num_no_votes,pct_yes_votes,pct_no_votes,pct_required_to_pass,pass_or_fail,raw_source_of_prop,source_of_prop,prop_kind,description,prop_url
11/6/1934,1934,11,6,9,Suspension and Removal of Elective Officers,97733,37527,72.2,27.8,50%+1,P,Supervisors,supervisors,Charter Amendment,"Any elective officer, including Municipal Court Judges, members of the Civil Service Commission, Public Utilities Commission or School Board may be suspended by the Mayor and removed by the Board of Supervisors for official misconduct.",https://sfpl.org/index.php?pg=2000027201&propid=421
11/6/1934,1934,11,6,10,Budget Estimates,106202,24276,81.3,18.7,50%+1,P,Supervisors,supervisors,Charter Amendment,The fiscal year for the City shall begin the first day of July of each year. The Chief Administrative Officer shall obtain budget estimates from heads of departments no later than February 15th and transmit such estimates to the Controller. The Controller shall check such estimates and consolidate such budget estimates and transmit such budget estimates to the Mayor no later than March 15th.,https://sfpl.org/index.php?pg=2000027201&propid=422
11/6/1934,1934,11,6,11,"Salaries, Wages and Compensations, City Employees",77595,108193,41.7,58.3,50%+1,F,Supervisors,supervisors,Charter Amendment,"All rates of salary, or wages, or other compensation of all officers and employees of the City shall be fixed and determined at the time of the preparation of the annual budget estimates and the adoption of the annual budget and appropriation ordinances and no increase shall be effective prior to the start of the fiscal year for which the budget is adopted.",https://sfpl.org/index.php?pg=2000027201&propid=423
5/2/1935,1935,5,2,1,"Revenue Bonds, Public Utilities",50804,72780,41.1,58.9,50%+1,F,Supervisors,supervisors,Charter Amendment,"To allow the repayment of bonds or other obligations for the purposes of the acquisition, construction, completion or extension of public utilities from the net revenues of the utility so acquired, constructed, completed or extended. The Public Utilities Commission shall oversee this process.",https://sfpl.org/index.php?pg=2000027201&propid=424
5/2/1935,1935,5,2,2,Emergency Measures and Referendum Powers,78147,42372,64.8,35.2,50%+1,P,Supervisors,supervisors,Charter Amendment,"The people by initiative or referendum may restrict any matter that may be passed as emergency measures. The registered voters shall have the power to propose by petition and to adopt or reject at the polls, any ordinance, act or other measure which is within the power conferred upon the Board of Supervisors to enact.",https://sfpl.org/index.php?pg=2000027201&propid=425
5/2/1935,1935,5,2,3,Symphony Orchestra,84449,46969,64.2,35.8,50%+1,P,Supervisors,supervisors,Charter Amendment,The annual levy of taxes shall include a 1/2 (one half) cent of each $100 of assessed valuation to be used for the Art Commission for the purpose of maintaining a symphony orchestra.,https://sfpl.org/index.php?pg=2000027201&propid=426
5/2/1935,1935,5,2,4,Official Advertising,55242,60099,47.8,52.2,50%+1,F,Supervisors,supervisors,Charter Amendment,"Each proposed ordinance which is introduced which is introduced in the full Board and referred to committee shall be published within three days. All ordinances shall be published upon passage for second reading. The term ""published"" shall mean publication in the official newspaper. The official newspaper is defined to be a daily paper of general circulation published continuously for three years in the City.",https://sfpl.org/index.php?pg=2000027201&propid=427
5/2/1935,1935,5,2,5,Police Pensions,88245,40422,68.5,31.5,50%+1,P,Supervisors,supervisors,Charter Amendment,"Persons who are members of the Police Department on the 8th day of January, 1932, shall become members of the Retirement System on that date subject to certain provisions.",https://sfpl.org/index.php?pg=2000027201&propid=428
5/2/1935,1935,5,2,6,Preference for Local Labor and Industry,75900,46491,62.0,38.0,50%+1,P,Supervisors,supervisors,Charter Amendment,Relating to contractors' working conditions under contracts for public work or improvement and providing for the allowance of a preference not to exceed 10% (ten percent) in favor of articles manufactured or assembled in the City.,https://sfpl.org/index.php?pg=2000027201&propid=429
5/2/1935,1935,5,2,7,"Power of Hearing, Inquiry or Subpoena",51492,73622,41.1,58.9,50%+1,F,Supervisors,supervisors,Charter Amendment,"The Mayor, the Board of Supervisors, the Chief Administrative Officer, the Controller, or any board or commission appointed by the Mayor may hold hearings, subpoena witnesses and compel testimony concerning inquires into matters affecting department costs, operation and expenditures.",https://sfpl.org/index.php?pg=2000027201&propid=430
5/2/1935,1935,5,2,8,Regulation of Street Railway Cars,199576,33263,85.3,14.7,50%+1,P,Supervisors,supervisors,Ordinance,"Every street railway car while carrying passengers in the City shall be in the charge of a motorman and a conductor. Each said employee shall be not less than 21 years of age. Any person, firm or corporation violating any provision of this ordinance shall be deemed guilty of a misdemeanor.",https://sfpl.org/index.php?pg=2000027201&propid=431
5/2/1935,1935,5,2,9,"Bay Bridges Exposition on the Mainland, 1938",54598,69617,43.9,56.1,50%+1,F,Supervisors,supervisors,Policy Declaration, Shall an exposition to celebrate the completion of the Bay Bridges (Golden Gate Bridge and San Francisco - Oakland Bay Bridge) be held on the mainland of the City within the range of a five cent car fare?,https://sfpl.org/index.php?pg=2000027201&propid=432
5/2/1935,1935,5,2,10,"Bay Bridges Exposition on Yerba Buena Shoals, 1938",79549,47616,62.5,37.5,50%+1,P,Supervisors,supervisors,Policy Declaration,Shall an exposition to celebrate the completion of the Bay Bridges (Golden Gate Bridge and San Francisco - Oakland Bay Bridge) be held on Yerba Buena Shoals?,https://sfpl.org/index.php?pg=2000027201&propid=433
5/2/1935,1935,5,2,11,"Bay Bridges Exposition on the Mainland Bonds, 1938",36676,88346,29.3,70.7,50%+1,F,Supervisors,supervisors,Policy Declaration,Will you favor a bond issue if needed to finance an exposition on the mainland?,https://sfpl.org/index.php?pg=2000027201&propid=434
11/3/1914,1914,11,3,49,"An ordinance imposing a license upon the business of selling liquor, etc.",35115,67995,34.0,66.0,50%+1,F,Supervisors,supervisors,Ordinance,"An ordinance imposing a license upon the business of selling liquor, etc.",https://sfpl.org/index.php?pg=2000027201&propid=435
11/3/1914,1914,11,3,50,"An ordinance declaring the policy and intension of the City and County to remove certain cemeteries, etc.",43405,70045,38.2,61.8,50%+1,F,Supervisors,supervisors,Ordinance,"An ordinance declaring the policy and intension of the City and County to remove certain cemeteries, etc.",https://sfpl.org/index.php?pg=2000027201&propid=436
11/5/1935,1935,11,5,1,"Park Department Employees, Civil Service",64885,75957,46.0,54.0,50%+1,F,Supervisors,supervisors,Charter Amendment,The Superintendent of Parks shall appoint all other employees of the department subject to the Civil Service provisions of the Charter.,https://sfpl.org/index.php?pg=2000027201&propid=437
11/5/1935,1935,11,5,2,"Health Department Employees, Civil Service",65252,75357,46.4,53.6,50%+1,F,Supervisors,supervisors,Charter Amendment,"Employees of the Health Department, with some exceptions, shall be subject to the Civil Service provisions of the Charter.",https://sfpl.org/index.php?pg=2000027201&propid=438
11/5/1935,1935,11,5,3,"Palace of the Legion of Honor Employees, Civil Service",63108,76378,45.2,54.8,50%+1,F,Supervisors,supervisors,Charter Amendment,"The Palace of the Legion of Honor Board of Trustees shall appoint such employees and assistants as necessary. With some exceptions, these employees shall be subject to the Civil Service provisions of the Charter.",https://sfpl.org/index.php?pg=2000027201&propid=439
11/5/1935,1935,11,5,4,"Airport Employees, Civil Service",63650,75445,45.7,54.3,50%+1,F,Supervisors,supervisors,Charter Amendment,The Public Utilities Commission shall have jurisdiction over the airport. All employees of the airport shall be subject to the Civil Service provisions of the Charter.,https://sfpl.org/index.php?pg=2000027201&propid=440
11/5/1935,1935,11,5,5,Police Department Investigations,66120,67526,49.4,50.6,50%+1,F,Supervisors,supervisors,Charter Amendment,The Board of Police Commissioners shall have the power to initiate and conduct investigations of all matters affecting or relating to the affairs of the Police Department or the discipline of the members thereof.,https://sfpl.org/index.php?pg=2000027201&propid=441
11/5/1935,1935,11,5,6,Civil Service Examinations,64513,72450,47.1,52.9,50%+1,F,Supervisors,supervisors,Charter Amendment,"The procedure for applicants for places in the classified service may also include credits for physical fitness, experience, education, service seniority and merit, which in the judgment of the Civil Service Commission will test the qualifications of the candidate for the position he seeks.",https://sfpl.org/index.php?pg=2000027201&propid=442
11/3/1936,1936,11,3,1,Method of Selecting Superior Court Judges,58263,109975,34.6,65.4,50%+1,F,Supervisors,supervisors,Initiative,To allow the electors of the City to approve the selection of Superior Court Judges for additional terms of office.,https://sfpl.org/index.php?pg=2000027201&propid=443
3/9/1937,1937,3,9,2,"Cash Reserve Fund and Temporary Loans, Tax Anticipation Notes",76675,51157,59.9,40.1,50%+1,P,Supervisors,supervisors,Charter Amendment,To empower the Board of Supervisors to use the annual tax levy to build up the cash reserve fund to be used exclusively for legally budgeted expenditures incurred in a fiscal year after the close of said fiscal year; for the payment of authorized expenses that become due and payable before receipt of tax payments; to make temporary loans of unencumbered balances of other funds as necessary.,https://sfpl.org/index.php?pg=2000027201&propid=445
3/9/1937,1937,3,9,3,Health Service System,76749,56616,57.5,42.5,50%+1,P,Supervisors,supervisors,Charter Amendment,To establish a Health Service System for municipal employees; to determine membership of the Health Service System;  to administer the system by member elected board of nine (9) members to be known as the Health Service Board.,https://sfpl.org/index.php?pg=2000027201&propid=446
3/9/1937,1937,3,9,4,"Public Welfare Department, Establish",82767,46020,64.2,35.8,50%+1,P,Supervisors,supervisors,Charter Amendment,To establish a Public Welfare Department; To establish a Welfare Commission consisting of five (5) members appointed by the Mayor; to make all positions except for the Commission members and the Director of the Public Welfare Department subject to Civil Service.,https://sfpl.org/index.php?pg=2000027201&propid=447
3/9/1937,1937,3,9,5,"Positions, Civil Service",86937,44195,68.5,31.5,50%+1,P,Supervisors,supervisors,Charter Amendment,"All positions in all departments and offices of the City and County, including all positions created by state law, where the compensation is paid by the City and County, shall be included in the classified Civil Service and shall be filled from eligible lists prepared by the Civil Service Commission, with certain exceptions.",https://sfpl.org/index.php?pg=2000027201&propid=448
3/9/1937,1937,3,9,6,Control of Harbor,88666,39206,69.3,30.7,50%+1,P,Supervisors,supervisors,Charter Amendment,To empower the Board of Supervisors to transfer control of the Harbor from the State of California to the City and County of San Francisco.,https://sfpl.org/index.php?pg=2000027201&propid=449
3/9/1937,1937,3,9,7,Police Pensions,66479,74726,47.0,53.0,50%+1,F,Supervisors,supervisors,Charter Amendment,To allow members of the Police Department to become members of the Retirement System on the effective date of the passage of this amendment and under the terms of this amendment.,https://sfpl.org/index.php?pg=2000027201&propid=450
3/9/1937,1937,3,9,8,Positions in the Treasurer's Office,78118,51140,60.4,39.6,50%+1,P,Supervisors,supervisors,Charter Amendment,To allow any person who has performed the duties of general clerk stenographer in the Office of the Treasurer for five (5) continuous years is considered confirmed in said position and shall be entitled to Civil Service benefits and privileges.,https://sfpl.org/index.php?pg=2000027201&propid=451
3/9/1937,1937,3,9,9,Contractor's Working Conditions,49013,76404,39.0,61.0,50%+1,F,Supervisors,supervisors,Charter Amendment,"For workers under contracts to be performed at the expense of the City, the following working conditions apply: Eight (8) hours shall constitute the maximum hours in a calendar day; any person shall be paid not less than the highest prevailing wage for similar work; all persons performing contract work shall be citizens of the United States; all workers shall have been residents of the City for a period of one (1) year prior to their work on the contract, with certain rights of waiver.",https://sfpl.org/index.php?pg=2000027201&propid=452
3/9/1937,1937,3,9,10,Permits and Inspections,79500,47148,62.7,37.3,50%+1,P,Supervisors,supervisors,Charter Amendment,"To authorize the Board of Supervisors to regulate by ordinance, the issuance and revocation of licenses and permits relating to public streets and places, and for the operation of businesses which affect the health, fire fighting, crime, policing, welfare or zoning conditions; to fix the fees to be charged.",https://sfpl.org/index.php?pg=2000027201&propid=453
3/9/1937,1937,3,9,11,Disposition of Utility Funds,70951,52115,57.6,42.2,50%+1,P,Supervisors,supervisors,Charter Amendment,"Relating to the operating expenses and reserves and  the depreciation of utility funds, and the creation of a reconstruction and replacement fund within the utility fund.",https://sfpl.org/index.php?pg=2000027201&propid=454
3/9/1937,1937,3,9,12,Re-Organization of the Police Department and Police Commission,74950,54568,57.8,42.2,50%+1,P,Supervisors,supervisors,Charter Amendment,Describes the makeup of the Police Department and the Police Commission; describes positions under Civil Service and non-Civil Service appointment; sets the number of police force based on the number of inhabitants; describes other elements.,https://sfpl.org/index.php?pg=2000027201&propid=455
3/9/1937,1937,3,9,13,"Power of Hearing, Inquiry and Subpoena",42102,79841,34.5,65.5,50%+1,F,Supervisors,supervisors,Charter Amendment,"The Mayor, the Board of Supervisors, the Chief Administrative Officer, the Controller, or any board or commission is empowered to inquire into department matters and may hold hearings and subpoena witnesses relating to department matters. Any person refusing to obey such subpoenas or other requirements shall be deemed in contempt and subject to penalties provided by law.",https://sfpl.org/index.php?pg=2000027201&propid=456
3/9/1937,1937,3,9,14,Limitation on Special Assessments,41580,80938,33.9,66.1,50%+1,F,Supervisors,supervisors,Charter Amendment,"To limit a special assessment to not exceed 50% (percent) of assessed value, except when it is authorized to be paid in installments over a period not to exceed ten (10) years; no such installment shall exceed 25% (percent) and not more than two installments shall be payable in any one year.",https://sfpl.org/index.php?pg=2000027201&propid=457
3/9/1937,1937,3,9,15,Zoning and Setback Lines,34854,85391,28.9,71.1,50%+1,F,Supervisors,supervisors,Charter Amendment,"To empower the Board of Supervisors by ordinance, to establish procedures relating to zoning and setback lines; to authorize the City Planning Commission to hold hearings relating to same; to authorize the Board of Supervisors by no less than a two-thirds vote to approve or disapprove any action by the City Planning Commission relating to zoning or setback line changes.",https://sfpl.org/index.php?pg=2000027201&propid=458
3/9/1937,1937,3,9,16,"Number, Compensation, Meetings of Board of Supervisors",42406,92129,31.5,68.5,50%+1,F,Supervisors,supervisors,Charter Amendment,There shall be eleven (11) members of the Board of Supervisors elected at large; the salary shall be set at $4000 per year; regular meetings shall be held as fixed by resolution; Board President shall be elected by the members every second year for a two-year term.,https://sfpl.org/index.php?pg=2000027201&propid=459
3/9/1937,1937,3,9,17,Franchises,44978,76209,37.1,62.9,50%+1,F,Supervisors,supervisors,Charter Amendment,"To empower the Board of Supervisors to grant franchises, permits or other privileges for the purposes of transportation, communication, terminal facilities, refrigeration, operation of buses, letter conveyances and transmission of signals or alarms.",https://sfpl.org/index.php?pg=2000027201&propid=460
3/9/1937,1937,3,9,18,Appropriations to Meet Utility Deficits,56923,66099,46.2,53.8,50%+1,F,Supervisors,supervisors,Charter Amendment,"To empower the Board of Supervisors by a two-thirds vote to approve a budget estimate for any utility which will exceed the estimated revenue of said utility and to appropriate the funds necessary to provide for the deficit, not to exceed $500,000.",https://sfpl.org/index.php?pg=2000027201&propid=461
3/9/1937,1937,3,9,19,Repeal of Anti-Picketing Ordinance,78098,68765,53.1,46.9,50%+1,P,Supervisors,supervisors,Ordinance,"Shall the initiative ordinance on the prohibiting of picketing adopted by the voters on November 7, 1916 be repealed?",https://sfpl.org/index.php?pg=2000027201&propid=462
3/9/1937,1937,3,9,20,"Prohibiting Billboards, Bay Bridge Approach",65407,76646,46.0,54.0,50%+1,F,Initiative,initiative,Ordinance,"Shall the erection and maintenance of any sign, billboard or advertising device whether movable or unmovable, temporary or permanent intended for use as an advertisement sign be prohibited within a certain distance of any part of the structure of the Bay Bridge and or any ramp or approaches or exits and for penalties for the violation of same?",https://sfpl.org/index.php?pg=2000027201&propid=463
11/2/1937,1937,11,2,1,"Rapid Transit Bonds, $49,250,000",68834,95246,41.9,58.1,66 2/3%,F,Supervisors,supervisors,Bond Issue,"To incur a bonded indebtedness of $49,250,000 for constructing subways and acquiring a Rapid Transit System.",https://sfpl.org/index.php?pg=2000027201&propid=464
11/2/1937,1937,11,2,2,"Airport Bonds, $2,850,000",108573,46683,69.9,30.1,66 2/3%,P,Supervisors,supervisors,Bond Issue,To incur a bonded indebtedness for the enlargement and improvement of the San Francisco Airport in San Mateo County.,https://sfpl.org/index.php?pg=2000027201&propid=465
11/2/1937,1937,11,2,3,"Hospital Bonds, $1,600,000",109229,44061,71.2,28.8,66 2/3%,P,Supervisors,supervisors,Bond Issue,"To incur a bonded indebtedness of $1,600,000 for improving the Hassler Health Home, Laguna Honda Home, the San Francisco Hospital and for increasing the X-Ray Facilities to aid in the care of their patients.",https://sfpl.org/index.php?pg=2000027201&propid=466
11/2/1937,1937,11,2,4,"Sewer Bonds, $5,000,000",90570,60289,60.0,40.0,66 2/3%,F,Supervisors,supervisors,Bond Issue,"To incur a bonded indebtedness 0f $5,000,000 for the construction of new sewers and the repair of old sewers within the City.",https://sfpl.org/index.php?pg=2000027201&propid=467
11/2/1937,1937,11,2,5,Referendum - Removal of Laurel Hill Cemetery,82983,65920,55.7,44.3,50%+1,P,Supervisors,supervisors,Ordinance,Do you favor Ordinance No. 17.194 enacted by the Board of Supervisors providing for the removal of Laurel Hill Cemetery?,https://sfpl.org/index.php?pg=2000027201&propid=468
11/2/1937,1937,11,2,6,Fifth Street Extension,60243,84253,41.6,58.4,50%+1,F,Supervisors,supervisors,Policy Declaration,"Shall the Board of Supervisors be directed to submit to the electors of the City a proposition to issue bonds in an amount not to exceed $2,000,000 for the extension of Fifth Street diagonally across Market Street to the intersection of Mason and Eddy Streets?",https://sfpl.org/index.php?pg=2000027201&propid=469
11/2/1937,1937,11,2,7,Grant Avenue Extension,55570,86841,39.0,61.0,50%+1,F,Supervisors,supervisors,Policy Declaration,"Shall the Board of Supervisors be directed to submit to the electors of the City a proposition to issue bonds in an amount not to exceed $4,700,000 for the projection of Grant Avenue across Market Street to Brannon Street?",https://sfpl.org/index.php?pg=2000027201&propid=470
11/2/1937,1937,11,2,8,Prohibition of Picketing,74012,88891,45.4,54.6,50%+1,F,Initiative,initiative,Ordinance,"Shall an Initiative Ordinance declaring picketing unlawful and providing a penalty for the violation thereof, be adopted?",https://sfpl.org/index.php?pg=2000027201&propid=471
11/2/1937,1937,11,2,9,Inspection of Civil Service Examination Papers,94275,50377,65.1,34.9,50%+1,P,Supervisors,supervisors,Charter Amendment,"To provide that Civil Service Examination papers, marks, and grades shall be made open to public inspection.",https://sfpl.org/index.php?pg=2000027201&propid=472
9/27/1938,1938,9,27,1,"Sewer Bonds, $4,200,000",79090,59575,57.0,43.0,66 2/3%,F,Supervisors,supervisors,Bond Issue,"To incur a bonded indebtedness of $4,200,000 for the construction, replacement, extension of sewers, sewage treatment plants, pumping stations and all appurtenances and acquisition of lands for said purposes.",https://sfpl.org/index.php?pg=2000027201&propid=473
9/27/1938,1938,9,27,2,"Courts Building Bonds, $3,828,000",40413,94986,29.2,70.8,66 2/3%,F,Supervisors,supervisors,Bond Issue,"To incur a bonded indebtedness of $3,828,000 for construction and furnishing a Courts building in the Civic Center on land owned by the City to house Courts and other agencies?",https://sfpl.org/index.php?pg=2000027201&propid=474
9/27/1938,1938,9,27,3,"Yacht Harbor Bonds, $700,000",65195,71510,47.6,52.4,66 2/3%,F,Supervisors,supervisors,Bond Issue,"To incur a bonded indebtedness of $700,000 for the construction of piers, a breakwater, service wharves, landing stages, lighthouses, mooring piles and other improvement to the Yacht Harbor.",https://sfpl.org/index.php?pg=2000027201&propid=475
9/27/1938,1938,9,27,4,"School Bonds, $2,800,000",101292,42705,70.3,29.7,66 2/3%,P,Supervisors,supervisors,Bond Issue,"To incur a bonded indebtedness of $2,800,000 for the construction and furnishing of new school house buildings and the acquisition of lands and structures necessary for such buildings.",https://sfpl.org/index.php?pg=2000027201&propid=476
9/27/1938,1938,9,27,5,"Welfare Building Bonds, $225,000",54123,83562,39.3,60.7,66 2/3%,F,Supervisors,supervisors,Bond Issue,"To incur a bonded indebtedness of $225,000 to construct a building on lands owned by the City for use of the Public Welfare Department and for furnishing the building.",https://sfpl.org/index.php?pg=2000027201&propid=477
9/27/1938,1938,9,27,6,"Playground Bonds, $900,000",88670,55201,61.6,38.4,66 2/3%,F,Supervisors,supervisors,Bond Issue,"To incur a bonded indebtedness of $900,000 for  constructing, improving and equipping playgrounds and structures thereon within the City.",https://sfpl.org/index.php?pg=2000027201&propid=478
9/27/1938,1938,9,27,7,"Livestock Pavilion Bonds, $525,000",58064,81637,41.5,58.5,66 2/3%,F,Supervisors,supervisors,Bond Issue,"To incur a bonded indebtedness of $525,000 for the construction and furnishing of buildings on property of Agricultural District 1A, designed for agricultural, horticultural, viticultural and livestock fairs, floral and industrial displays.",https://sfpl.org/index.php?pg=2000027201&propid=479
9/27/1938,1938,9,27,8,"Market Street Railway Acquisition Bonds, $24,480,000",52680,93979,35.9,64.1,66 2/3%,F,Supervisors,supervisors,Bond Issue,"To incur a bonded indebtedness of $24,480,000 for the acquisition, construction and completion and acquisition of operative properties of the Market Street Railway Company.",https://sfpl.org/index.php?pg=2000027201&propid=480
9/27/1938,1938,9,27,9,Establishment of a Traffic Commission,62967,74218,45.8,54.2,50%+1,F,Supervisors,supervisors,Charter Amendment,"A commission to be known as the Traffic Commission is hereby established. The commission will consist of five members appointed by the Mayor. Members of the Commission shall service without compensation and shall hold office until July 15, 1942.",https://sfpl.org/index.php?pg=2000027201&propid=481
11/8/1938,1938,11,8,1,"Fire Department, Salaries and Hours of Personnel",80352,115685,40.9,59.1,50%+1,F,Supervisors,supervisors,Charter Amendment,Relating to setting the salaries and number of personnel of the Fire Department and prescribing hours to be performed for the members of the department.,https://sfpl.org/index.php?pg=2000027201&propid=482
11/8/1938,1938,11,8,2,Fire Pensions,93840,100349,48.3,51.7,50%+1,F,Supervisors,supervisors,Charter Amendment,"Relating to the retirement of certain members of the Fire Department and prescribing contributions, conditions and amounts of pension to be paid.",https://sfpl.org/index.php?pg=2000027201&propid=483
11/8/1938,1938,11,8,3,Police Pensions,91630,101128,47.5,52.5,50%+1,F,Supervisors,supervisors,Charter Amendment,"Relating to retirement of members of the Police Department and prescribing contributions, conditions and amounts of pensions to be paid.",https://sfpl.org/index.php?pg=2000027201&propid=484
11/8/1938,1938,11,8,4,Market Street Railway Purchase,49932,128320,28.0,72.0,50%+1,F,Supervisors,supervisors,Policy Declaration,"Shall the City endeavor to purchase the operating properties of the Market Street Railway for an amount not to exceed $5,000,000 or a lesser sum?",https://sfpl.org/index.php?pg=2000027201&propid=485
11/8/1938,1938,11,8,5,Passenger Buses Purchase,49948,128466,27.9,72.1,50%+1,F,Supervisors,supervisors,Policy Declaration,"Shall San Francisco issue $9,000,000 in bonds for passenger buses and facilities thereof, to be used in conjunction with property of the Market Street Railway Company if acquired or as an adjunct of the Municipal Railway?",https://sfpl.org/index.php?pg=2000027201&propid=486
11/7/1939,1939,11,7,6,"Minimum Wage, Civil Service Employees",156826,89267,63.7,36.3,50%+1,P,Supervisors,supervisors,Charter Amendment,To fix the minimum compensation of Civil Service Employees at not less than 50 cents per hour.,https://sfpl.org/index.php?pg=2000027201&propid=487
11/7/1939,1939,11,7,7,"Veterans' Exemption, Civil Service",134132,97365,57.9,42.1,50%+1,P,Supervisors,supervisors,Charter Amendment,To discontinue the 5% (percent) credit for other eligible Civil Service lists after a veteran has secured a permanent position.,https://sfpl.org/index.php?pg=2000027201&propid=488
11/7/1939,1939,11,7,8,Municipal Conductors and Motormen,186298,49311,79.0,21.0,50%+1,P,Supervisors,supervisors,Charter Amendment,To allow Municipal Railroad conductors and motormen to act as bus operators. Assignments to be governed by seniority of service and fitness under a test by railroad management.,https://sfpl.org/index.php?pg=2000027201&propid=489
11/7/1939,1939,11,7,9,"Fire Department, Salaries",121171,110298,52.3,47.7,50%+1,P,Supervisors,supervisors,Charter Amendment,To establish salaries of Captains and Lieutenants of the Fire Department.,https://sfpl.org/index.php?pg=2000027201&propid=490
11/7/1939,1939,11,7,10,Jitney Buses,72164,180803,28.5,71.5,50%+1,F,Initiative,initiative,Ordinance,Shall jitney buses be prohibited along and in certain areas of the City and shall sections 5a and 19b of Ordinance 3212 (N.S.) be repealed?,https://sfpl.org/index.php?pg=2000027201&propid=491
11/7/1939,1939,11,7,11,"Coroner, Elective Office",92826,104710,46.9,53.1,50%+1,F,Supervisors,supervisors,Policy Declaration,Shall the Office of the Coroner be made elective?,https://sfpl.org/index.php?pg=2000027201&propid=492
11/5/1940,1940,11,5,1,Park Department,136385,75719,64.3,35.7,50%+1,P,Supervisor,supervisor,Charter Amendment,The Park Department shall appoint a Director of Zoo and grant Civil Service rating to employees exclusive of part-time employees receiving less than $80 per month.,https://sfpl.org/index.php?pg=2000027201&propid=493
11/5/1940,1940,11,5,2,Library Department,143515,60004,70.5,29.5,50%+1,P,Supervisor,supervisor,Charter Amendment,All members of the Library Department except the Librarian and Secretary and part-time employees earning less than $80 per month shall be subject to Civil Service.,https://sfpl.org/index.php?pg=2000027201&propid=494
11/5/1940,1940,11,5,3,Continuous Service,136838,52976,72.0,28.0,50%+1,P,Supervisor,supervisor,Charter Amendment,"Continuous service shall be defined by the Board of Supervisors.  The absence of any officer or employee of the City and County from service caused by reason of the service of such officer or employee in the military or naval forces of the United States in any war, shall not be deemed to be absence from service for the purposes of the Retirement System, and such officer shall receive credit under the Retirement System for the period of such absence.",https://sfpl.org/index.php?pg=2000027201&propid=495
11/5/1940,1940,11,5,4,Leaves of Absence,155623,40638,79.2,20.8,50%+1,P,Supervisor,supervisor,Charter Amendment,"Leaves of absence to officers and employees of the City and County shall be governed by rules established by the Civil Service Commission, provided that leave of absence to any office or employee shall be limited to six months.  No limit shall be placed on a leave of absence granted to enable an officer or employee to accept a promotion to a non-civil service position in the same department in which he holds civil service status, or promotion to co-related work in another department or office of the City and County.",https://sfpl.org/index.php?pg=2000027201&propid=496
11/5/1940,1940,11,5,5,Promotions,120015,84214,58.7,41.3,50%+1,P,Supervisor,supervisor,Charter Amendment,"The Civil Service Commission shall provide for promotion in the service on the basis of such examinations and tests as the Commission may deem appropriate, and shall give consideration to ascertained merit and records of City and County service of applicants.",https://sfpl.org/index.php?pg=2000027201&propid=497
11/5/1940,1940,11,5,6,Miscellaneous Officers and Employees,112531,71166,61.2,38.8,50%+1,P,Supervisor,supervisor,Charter Amendment,The Board of Supervisors shall have the power to provide retirement benefits for persons who become employees of the City and County of San Francisco under any lease entered into between the City and County and the Pacific Gas & Electric Company.,https://sfpl.org/index.php?pg=2000027201&propid=498
11/5/1940,1940,11,5,7,Public Utilities Employees,112632,71914,61.0,39.0,50%+1,P,Supervisor,supervisor,Charter Amendment,Civil Service status shall be granted to all persons employed in the operating service of any public utility.,https://sfpl.org/index.php?pg=2000027201&propid=499
11/5/1940,1940,11,5,8,Health Service System,118979,63644,65.1,34.9,50%+1,P,Supervisor,supervisor,Charter Amendment,Relating to the Health Service System by providing for appeals to the Retirement Board from rulings of the Health Service Board.,https://sfpl.org/index.php?pg=2000027201&propid=500
11/4/1941,1941,11,4,1,Electrical Distribution,67214,114879,36.9,63.1,50%+1,F,Supervisor,supervisor,Charter Amendment,"Authorizing the acquisition of an electric distribution system for the purpose of distributing electricity directly to the people through the issuance of revenue bonds in the amount of $66,500,000 payable only out of the revenues of the system thus to be acquired.",https://sfpl.org/index.php?pg=2000027201&propid=501
11/4/1941,1941,11,4,2,Assessor's Election,101895,52594,65.9,34.1,50%+1,P,Supervisor,supervisor,Charter Amendment,"Changing the time of the election of the Assessor from the General Municipal Election in 1943 to the General Election in 1942, and at every fourth year thereafter.",https://sfpl.org/index.php?pg=2000027201&propid=502
6/9/1942,1942,6,9,1,Waterworks System,115479,21071,84.5,15.5,66 2/3%,P,NA,na,Bond Issue,"Shall the City and County of San Francisco incur a bonded indebtedness in the principal amount of $1,250,000 for the acquisition, construction and completion of the following municipal improvement: Improvement of the present waterworks system by the construction of an auxiliary pumping plant at Lake Merced, together with machinery, pumps, pipe lines, mains, hydrants, storage facilities, reservoirs, lands, rights of way, equipment, and other works, property or structures necessary or convenient for improving and augmenting the existing water supply of the City and County of San Francisco?",https://sfpl.org/index.php?pg=2000027201&propid=503
6/9/1942,1942,6,9,2,Fire Protection,117555,18815,86.2,13.8,66 2/3%,P,NA,na,Bond Issue,"Shall the City and County of San Francisco incur a bonded indebtedness in the principal amount of $3,000,000 for the acquisition, construction and completion of the following municipal improvement: Additional fire protection equipment and fire fighting apparatus, including pumping units, trucks and mechanized equipment, fire hose and fire fighting facilities and equipment, additions and extensions to the fire alarm system, and all other works, property or structures necessary or convenient for additional fire protection for the City and County of San Francisco?",https://sfpl.org/index.php?pg=2000027201&propid=504
